Date,Open,High,Low,Close,Adj Close,Volume
2023-08-25,6899.392090,6906.083984,6869.632813,6895.442871,6895.442871,129994800
2023-08-28,6895.868164,6940.121094,6895.868164,6921.727051,6921.727051,185488900
2023-08-29,6921.727051,6964.733887,6921.727051,6957.834961,6957.834961,244345800
2023-08-30,6958.259766,7008.486816,6958.259766,6966.655762,6966.655762,159326300
2023-08-31,6966.655762,6982.345215,6924.225098,6953.259766,6953.259766,233127700
2023-09-01,6953.259766,6992.634766,6950.264160,6977.653809,6977.653809,145790000
2023-09-04,6977.795898,7007.801758,6974.823242,6996.750000,6996.750000,154577900
2023-09-05,6996.750000,7014.479980,6972.626953,6991.708008,6991.708008,183173900
2023-09-06,6991.708008,7020.966797,6989.790039,6995.953125,6995.953125,165422100
2023-09-07,6996.095215,7003.671875,6927.420898,6954.808105,6954.808105,191159400
2023-09-08,6954.808105,6966.766113,6900.586914,6924.779785,6924.779785,140402900
2023-09-11,6924.779785,6963.393066,6904.362793,6963.393066,6963.393066,174103700
2023-09-12,6963.393066,6976.479980,6928.229004,6933.969238,6933.969238,174683500
2023-09-13,6934.109863,6944.820801,6903.234863,6935.476074,6935.476074,163898700
2023-09-14,6935.334961,6968.977051,6927.680176,6959.333008,6959.333008,171813100
2023-09-15,6959.190918,7011.878906,6945.069824,6982.791016,6982.791016,346903000
2023-09-18,6982.791016,6999.397949,6928.770996,6936.083008,6936.083008,153763100
2023-09-19,6936.367188,6994.037109,6934.710938,6980.320801,6980.320801,135442200
2023-09-20,6980.320801,7046.475098,6980.320801,7011.681152,7011.681152,146616600
2023-09-21,7011.681152,7021.293945,6974.008789,6991.465820,6991.465820,138027800
2023-09-22,6991.465820,7040.129883,6985.958984,7016.844238,7016.844238,155659000
2023-09-25,7016.984863,7029.766113,6994.438965,6998.380859,6998.380859,182991900
2023-09-26,6998.097168,7019.551758,6913.816895,6923.799805,6923.799805,222491300
2023-09-27,6923.799805,6970.846191,6913.352051,6937.828125,6937.828125,154929800
2023-09-29,6937.828125,6978.592773,6937.828125,6939.892090,6939.892090,165659400
2023-10-02,6939.892090,6984.579102,6939.610840,6961.458984,6961.458984,157872500
2023-10-03,6961.458984,6992.626953,6940.887207,6940.887207,6940.887207,167668900
2023-10-04,6940.887207,6943.273926,6839.857910,6886.576172,6886.576172,196090300
2023-10-05,6886.985840,6934.804199,6874.826172,6874.826172,6874.826172,167955300
2023-10-06,6875.099121,6913.012207,6875.099121,6888.518066,6888.518066,142303700
2023-10-09,6888.518066,6929.971191,6880.538086,6891.455078,6891.455078,139709000
2023-10-10,6891.455078,6954.008789,6891.455078,6922.187988,6922.187988,123670000
2023-10-11,6922.187988,6965.825195,6914.721191,6931.752930,6931.752930,178123100
2023-10-12,6931.889160,6986.882813,6931.889160,6935.150879,6935.150879,218808900
2023-10-13,6934.877930,6973.751953,6902.059082,6926.779785,6926.779785,216335000
2023-10-16,6926.916016,6970.598145,6878.263184,6896.291992,6896.291992,341572100
2023-10-17,6896.291992,6948.039063,6892.232910,6939.615234,6939.615234,176866700
2023-10-18,6939.615234,6968.254883,6908.286133,6927.905762,6927.905762,187464900
2023-10-19,6927.632813,6927.980957,6840.365234,6846.426758,6846.426758,205941400
2023-10-20,6846.426758,6869.474121,6803.192871,6849.167969,6849.167969,194064800
2023-10-23,6849.167969,6853.449219,6730.875977,6741.963867,6741.963867,168543100
2023-10-24,6741.828125,6826.048828,6738.533203,6806.762207,6806.762207,141478700
2023-10-25,6806.898926,6878.560059,6806.898926,6834.388184,6834.388184,153802700
2023-10-26,6833.979004,6838.809082,6704.520020,6714.519043,6714.519043,168306200
2023-10-27,6714.519043,6781.393066,6713.937012,6758.792969,6758.792969,163096100
2023-10-30,6758.657227,6775.212891,6692.779785,6735.892090,6735.892090,157763400
2023-10-31,6735.892090,6754.516113,6666.410156,6752.210938,6752.210938,195489700
2023-11-01,6751.938965,6773.980957,6639.824219,6642.417969,6642.417969,206571400
2023-11-02,6642.689941,6784.995117,6642.689941,6751.386230,6751.386230,221191100
2023-11-03,6751.386230,6826.618164,6748.695801,6788.850098,6788.850098,231714900
2023-11-06,6788.850098,6878.835938,6787.228027,6878.835938,6878.835938,228787500
2023-11-07,6878.835938,6887.022949,6806.881836,6843.790039,6843.790039,193087900
2023-11-08,6843.653809,6843.917969,6760.102051,6804.105957,6804.105957,151412300
2023-11-09,6804.105957,6865.077148,6793.764160,6838.232910,6838.232910,120495400
2023-11-10,6838.232910,6843.957031,6801.918945,6809.263184,6809.263184,133618500
2023-11-13,6809.263184,6857.103027,6809.263184,6838.312012,6838.312012,187630200
2023-11-14,6838.040039,6886.810059,6829.949219,6862.055176,6862.055176,152609900
2023-11-15,6862.327148,6985.590820,6862.327148,6958.205078,6958.205078,181839600
2023-11-16,6958.340820,6964.168945,6906.594238,6958.007813,6958.007813,122880300
2023-11-17,6958.145020,6977.667969,6919.629883,6977.667969,6977.667969,122926700
2023-11-20,6977.667969,7011.059082,6962.750977,6994.888184,6994.888184,150491900
2023-11-21,6994.888184,7010.978027,6946.960938,6961.790039,6961.790039,160615900
2023-11-22,6961.790039,6965.411133,6893.506836,6906.953125,6906.953125,181914600
2023-11-23,6907.088867,7018.429199,6906.609863,7004.344238,7004.344238,219080000
2023-11-24,7004.479980,7049.541016,7000.097168,7009.630859,7009.630859,181146200
2023-11-27,7009.630859,7061.827148,7008.812988,7013.405762,7013.405762,163462500
2023-11-28,7013.405762,7067.143066,7010.825195,7041.073242,7041.073242,167633600
2023-11-29,7041.073242,7070.190918,7020.012207,7036.086914,7036.086914,167555900
2023-11-30,7036.086914,7109.608887,7036.086914,7080.741211,7080.741211,259745500
2023-12-01,7080.061035,7083.855957,7022.765137,7059.905762,7059.905762,265990100
2023-12-04,7060.041992,7149.244141,7060.041992,7093.600098,7093.600098,308380600
2023-12-05,7093.056152,7117.578125,7047.631836,7100.854980,7100.854980,319577000
2023-12-06,7100.854980,7140.157227,7085.812012,7087.395020,7087.395020,272847500
2023-12-07,7087.395020,7134.623047,7041.008789,7134.623047,7134.623047,235230700
2023-12-08,7134.623047,7201.628906,7123.037109,7159.598145,7159.598145,270037600
2023-12-11,7139.275879,7153.115234,7045.172852,7088.785156,7088.785156,490104800
2023-12-12,7104.972168,7134.220215,7082.879883,7125.307129,7125.307129,255110500
2023-12-13,7110.077148,7124.475098,7045.942871,7075.340820,7075.340820,182766500
2023-12-14,7134.041992,7191.159180,7115.446777,7176.016113,7176.016113,228648300
2023-12-15,7183.148926,7215.937012,7169.430176,7190.987793,7190.987793,207901200
2023-12-18,7181.434082,7192.892090,7092.027832,7119.524902,7119.524902,239480200
2023-12-19,7116.545898,7187.846191,7112.817871,7187.846191,7187.846191,155446500
2023-12-20,7207.180176,7237.965820,7196.241211,7219.666992,7219.666992,142313600
2023-12-21,7222.092773,7229.288086,7173.007813,7209.619141,7209.619141,144347800
2023-12-22,7225.620117,7248.547852,7218.174805,7237.519043,7237.519043,111284900
2023-12-27,7256.158203,7293.524902,7239.663086,7245.916016,7245.916016,124953000
2023-12-28,7266.568848,7308.205078,7262.253906,7303.888184,7303.888184,123036000
2023-12-29,7307.110840,7309.782227,7259.682129,7272.796875,7272.796875,123172800
2024-01-02,7268.397949,7323.587891,7245.565918,7323.587891,7323.587891,121359000
2024-01-03,7316.108887,7321.878906,7275.874023,7279.090820,7279.090820,159498400
2024-01-04,7290.064941,7371.234863,7280.407227,7359.763184,7359.763184,155674900
2024-01-05,7376.288086,7403.578125,7350.619141,7350.619141,7350.619141,163057200
2024-01-08,7362.046875,7393.131836,7275.170898,7283.575195,7283.575195,140602400
2024-01-09,7299.783203,7311.638184,7180.157227,7200.203125,7200.203125,152570700
2024-01-10,7187.580078,7259.601074,7152.877930,7227.296875,7227.296875,152699300
2024-01-11,7253.456055,7277.500977,7219.963867,7219.963867,7219.963867,190523900
2024-01-12,7242.367188,7271.872070,7205.758789,7241.138184,7241.138184,152196500
2024-01-15,7254.044922,7281.261230,7206.307129,7224.000977,7224.000977,132959600
2024-01-16,7231.639160,7268.178223,7210.028809,7242.787109,7242.787109,130295500
2024-01-17,7248.014160,7252.457031,7162.484863,7200.634766,7200.634766,202143100
2024-01-18,7198.850098,7267.080078,7185.378906,7252.966797,7252.966797,158921700
2024-01-19,7271.341797,7277.979004,7170.805176,7227.401855,7227.401855,137359600
2024-01-22,7233.172852,7247.928223,7194.951172,7247.928223,7247.928223,141722200
2024-01-23,7232.516113,7256.229004,7201.829102,7256.229004,7256.229004,132610200
2024-01-24,7255.770020,7271.958008,7170.297852,7227.823242,7227.823242,128902300
2024-01-25,7215.526855,7253.720215,7176.111816,7178.041992,7178.041992,130391900
2024-01-26,7152.269043,7166.689941,7099.083984,7137.087891,7137.087891,140214300
2024-01-29,7147.714844,7177.696777,7115.036133,7157.174805,7157.174805,160408500
2024-01-30,7147.235840,7213.188965,7133.613770,7192.215820,7192.215820,182161800
2024-01-31,7213.307129,7247.518066,7192.644043,7207.940918,7207.940918,170270400
2024-02-01,7221.852051,7248.529785,7191.694824,7201.695801,7201.695801,157409100
2024-02-02,7221.900879,7238.785156,7180.356934,7238.785156,7238.785156,114364900
2024-02-05,7237.334961,7254.088867,7186.170898,7198.615234,7198.615234,137325900
2024-02-06,7230.148926,7268.131836,7212.140137,7247.408203,7247.408203,138020300
2024-02-07,7264.976074,7285.127930,7225.449219,7235.151855,7235.151855,138054800
2024-02-12,7268.334961,7306.158203,7250.310059,7297.668945,7297.668945,178661300
2024-02-13,7301.587891,7301.587891,7197.827148,7209.741211,7209.741211,128287400
2024-02-15,7337.630859,7365.682129,7298.481934,7303.280762,7303.280762,184420400
2024-02-16,7337.815918,7370.569824,7314.882813,7335.544922,7335.544922,146427800
2024-02-19,7323.312012,7339.755859,7277.537109,7296.702148,7296.702148,151238000
2024-02-20,7320.723145,7354.107910,7309.498047,7352.601074,7352.601074,129972000
2024-02-21,7345.791016,7370.881836,7286.669922,7349.020996,7349.020996,152570100
2024-02-22,7334.952148,7365.761230,7321.522949,7339.636230,7339.636230,154523800
2024-02-23,7326.526855,7340.189941,7262.100098,7295.095215,7295.095215,146259500
2024-02-26,7277.640137,7295.142090,7252.284180,7283.823242,7283.823242,147080400
2024-02-27,7263.987793,7292.931152,7255.124023,7285.316895,7285.316895,183851000
2024-02-28,7292.075195,7328.738770,7289.257813,7328.636230,7328.636230,220356500
2024-02-29,7326.803223,7337.922852,7289.341797,7316.110840,7316.110840,230050900
2024-03-01,7318.666016,7331.315918,7269.894043,7311.907227,7311.907227,134622000
2024-03-04,7318.832031,7328.384766,7259.780762,7276.749023,7276.749023,168064100
2024-03-05,7296.534180,7305.446777,7238.338867,7247.459961,7247.459961,152811800
2024-03-06,7252.084961,7331.081055,7248.527832,7329.800781,7329.800781,180285900
2024-03-07,7338.731934,7386.874023,7334.308105,7373.963867,7373.963867,193312700
2024-03-08,7398.429199,7416.433105,7376.155762,7381.907227,7381.907227,125243200
2024-03-13,7422.301758,7441.616211,7392.011230,7421.207031,7421.207031,135225800
2024-03-14,7405.566895,7454.448242,7380.647949,7433.314941,7433.314941,129206200
2024-03-15,7408.658203,7416.338867,7308.035156,7328.054199,7328.054199,231480500
2024-03-18,7338.076172,7358.550781,7300.940918,7302.449219,7302.449219,155334600
2024-03-19,7320.538086,7361.529785,7314.180176,7336.746094,7336.746094,137594400
2024-03-20,7303.929199,7343.459961,7295.350098,7331.127930,7331.127930,169731600
2024-03-21,7360.558105,7396.471191,7336.595215,7338.353027,7338.353027,139792200
2024-03-22,7327.514160,7350.151855,7318.436035,7350.151855,7350.151855,123735900
2024-03-25,7339.523926,7377.759766,7316.929199,7377.759766,7377.759766,124315600
2024-03-26,7337.661133,7371.844238,7330.463867,7365.664063,7365.664063,138442500
2024-03-27,7364.230957,7375.399902,7292.797852,7310.091797,7310.091797,125276700
2024-03-28,7289.158203,7313.014160,7244.954102,7288.812988,7288.812988,124084200
2024-04-01,7286.113770,7295.002930,7137.463867,7205.061035,7205.061035,124345600
2024-04-02,7199.124023,7236.983887,7153.938965,7236.983887,7236.983887,127711500
2024-04-03,7214.020020,7226.353027,7158.740234,7166.844238,7166.844238,111040300
2024-04-04,7170.719238,7254.398926,7165.831055,7254.398926,7254.398926,108900300
2024-04-05,7245.321777,7298.858887,7239.273926,7286.881836,7286.881836,94886600
2024-04-16,7130.627930,7188.088867,7066.573242,7164.807129,7164.807129,175642500
2024-04-17,7199.830078,7234.374023,7130.840820,7130.840820,7130.840820,143541300
2024-04-18,7151.737793,7180.559082,7135.520020,7166.813965,7166.813965,129376600
2024-04-19,7131.455078,7141.581055,7036.206055,7087.316895,7087.316895,150694500
2024-04-22,7099.517090,7117.023926,7026.477051,7073.819824,7073.819824,121595900
2024-04-23,7102.903809,7165.954102,7099.841797,7124.727051,7124.727051,0
